movie;year;gross;director_likes;actor_likes;cast_likes;social_media;facenumber;imdb;budget
Showgirls;1995;20302961;719;17576;18913;8;0;4.6;45000000
City Hall;1996;20300000;17;15829;17877;8;2;6.2;40000000
Brick Mansions;2014;20285518;11;24288;25387;9;2;5.7;28000000
Premium Rush;2012;20275446;192;24346;24669;9;0;6.5;35000000
Pulse;2006;20259297;2;17807;19952;8;0;4.7;20000000
Action Jackson;1988;20257000;22;2635;5282;6;2;5.2;7000000
Our Family Wedding;2010;20246959;44;2427;3299;5;2;4.9;14000000
Vampires;1998;20241395;0;3877;5123;6;0;6.1;20000000
Country Strong;2010;20218921;19;4107;4204;6;4;6.3;15000000
Appaloosa;2008;20207003;0;10418;10507;7;0;6.8;45000000
Big Miracle;2012;20113965;42;1642;1702;3;3;6.5;40000000
Multiplicity;1996;20101861;11000;1840;2348;7;0;6;45000000
Flipper;1996;20047715;0;563;616;1;1;5.2;25530000
Down to You;2000;20035310;0;4090;4409;6;1;4.9;9000000
Assault on Precinct 13;2005;19976073;25;2124;3148;4;1;6.3;20000000
Vampire in Brooklyn;1995;19900000;0;1509;2348;3;1;4.5;20000000
Hard Rain;1998;19819494;13;12588;13628;7;0;5.8;70000000
Homefront;2013;19783777;39;37798;39989;10;1;6.5;22000000
The Spirit;2008;19781879;436;20398;20881;9;1;4.8;60000000
The Pledge;2001;19719930;0;786;793;1;0;6.8;45000000
Summer Catch;2001;19693891;19;2432;3344;5;2;4.9;34000000
Broken City;2013;19692608;90;1756;2073;3;3;6.2;35000000
Nine;2009;19673424;252;607;619;1;4;5.8;80000000
Reign Over Me;2007;19661987;57;14905;17050;8;2;7.5;20000000
The Life of David Gale;2003;19593740;317;32256;32637;10;0;7.5;50000000
Astro Boy;2009;19548064;42;21668;23365;9;1;6.3;65000000
Timeline;2003;19480739;503;41982;43887;10;0;5.6;80000000
Jason Lives: Friday the 13th Part VI;1986;19472057;41;1427;1862;3;0;5.9;3000000
Valiant;2005;19447478;2;1838;1908;3;0;5.6;35000000
Beautiful Creatures;2013;19445217;98;2444;3580;5;7;6.2;60000000
Doug's 1st Movie;1999;19421271;0;2877;2908;5;1;5;5000000
Wonder Boys;2000;19389454;161;22375;22974;9;5;7.4;55000000
The Producers;2005;19377727;38;21000;24351;9;3;6.4;45000000
Saving Silverman;2001;19351569;221;576;664;1;1;5.9;22000000
Runner Runner;2013;19316646;65;4378;5706;6;3;5.6;30000000
Cursed;2005;19294901;0;2093;2535;4;0;5;35000000
Summer of Sam;1999;19283782;0;2743;5386;6;0;6.6;22000000
House Party 2;1991;19281235;0;1601;2523;3;0;5.1;5000000
Martin Lawrence Live: Runteldat;2002;19184015;9;148;159;1;1;5.4;3000000
Beerfest;2006;19179969;422;33881;35345;10;2;6.3;17500000
Friday the 13th Part VII: The New Blood;1988;19170001;152;1564;1855;3;0;5.3;2800000
Tuck Everlasting;2002;19158074;13;2369;2661;4;2;6.7;15000000
My Best Friend's Girl;2008;19151864;41;1990;3301;4;3;5.9;40000000
Man of the House;2005;19118247;65;2653;6171;6;5;5.4;40000000
Friday the 13th Part 2;1981;19100000;49;489;707;1;0;6.1;1250000
Race;2016;19097994;81;2115;2410;4;0;7.1;
Hart's War;2002;19076815;40;14194;15916;8;0;6.3;60000000
Waitress;2007;19067631;191;1474;1981;3;1;7.1;2000000
I Frankenstein;2014;19059018;72;1784;3165;4;0;5.1;65000000
Remember Me;2010;19057024;47;21779;22088;9;0;7.2;16000000
The Impossible;2012;18996755;171;6666;7099;6;0;7.6;45000000
Rollerball;2002;18990542;323;2231;2763;4;3;3;70000000
The Replacement Killers;1998;18967571;845;2434;3072;5;2;6.1;30000000
Two Brothers;2004;18947630;218;46;55;1;0;7.1;59660000
Haywire;2011;18934858;0;30947;31187;10;5;5.8;23000000
Georgia Rule;2007;18882880;0;2919;4039;5;3;5.9;20000000
Shark Night 3D;2011;18860403;160;2751;4952;6;0;4;25000000
The Marine;2006;18843314;8;840;1045;2;1;4.7;20000000
The Legend of Hercules;2014;18821279;212;1116;1520;2;0;4.2;70000000
Akeelah and the Bee;2006;18811135;3;1945;2832;4;0;7.5;
The Upside of Anger;2005;18761993;57;2711;2944;5;1;6.9;9000000
Becoming Jane;2007;18663911;11;12119;12554;7;1;7.1;16500000
Still Alice;2014;18656400;25;19423;19673;8;1;7.5;5000000
The Ninth Gate;1999;18653746;2000;41444;42344;10;1;6.7;38000000
Anywhere But Here;1999;18653615;61;21204;22040;9;2;6.1;23000000
Michael Jordan to the Max;2000;18642318;0;13435;13448;7;0;7.5;
The Quick and the Dead;1995;18636537;0;29324;29743;10;0;6.4;32000000
Best in Show;2000;18621249;378;2540;4611;6;9;7.5;6000000
Man on a Ledge;2012;18600911;20;242;362;1;6;6.6;42000000
Aquamarine;2006;18595716;20;2379;3963;5;3;5.3;12000000
Frost/Nixon;2008;18593156;2000;4000;6161;6;1;7.7;35000000
The Fan;1996;18573791;12000;23169;24618;10;3;5.8;55000000
An Ideal Husband;1999;18535191;32;1912;2640;4;3;6.9;14000000
Ultraviolet;2006;18500966;110;15106;15271;8;1;4.4;30000000
Super Troopers;2001;18488314;422;1815;2893;4;0;7.1;1200000
Into the Blue;2005;18472363;134;24795;25049;9;3;5.8;50000000
The Invention of Lying;2009;18439082;0;5985;7252;6;3;6.4;18500000
A Thousand Words;2012;18438149;48;146;222;1;8;5.9;40000000
Quartet;2012;18381787;0;637;1114;1;4;6.8;11000000
Into the Wild;2007;18352454;0;18708;18752;8;0;8.2;15000000
127 Hours;2010;18329466;0;11865;11984;7;0;7.6;18000000
North Country;2005;18324242;51;19874;20563;9;4;7.3;35000000
Babe: Pig in the City;1998;18318000;750;2202;2521;5;0;5.8;80000000
Walk Hard: The Dewey Cox Story;2007;18317151;52;901;1082;2;1;6.7;35000000
The Four Feathers;2002;18306166;159;3100;3142;5;2;6.5;35000000
Fright Night;2011;18298649;44;1072;1393;2;1;6.4;30000000
Sugar Hill;1993;18272447;5;1369;2149;3;1;5.9;10000000
Simon Birch;1998;18252684;160;1638;1816;3;2;6.9;30000000
Harold & Kumar Go to White Castle;2004;18225165;8;2298;3114;5;2;7.1;9000000
The Last Castle;2001;18208078;37;2323;3012;4;3;6.9;60000000
Chernobyl Diaries;2012;18112929;18;1766;2665;4;0;5;1000000
New Nightmare;1994;18090181;0;1530;1775;3;0;6.4;8000000
Pooh's Heffalump Movie;2005;18081626;0;843;861;1;0;6.4;20000000
Admission;2013;18004225;80;2509;3004;5;2;5.7;13000000
The Howling;1981;17986000;287;2548;4438;5;0;6.6;1000000
The Glass House;2001;17951431;12;2401;4239;5;1;5.8;30000000
Laws of Attraction;2004;17848322;29;940;961;2;1;5.9;28000000
Drive Me Crazy;1999;17843379;13;1186;1760;2;2;5.7;8000000
The Contender;2000;17804273;37;22883;25660;9;0;7;20000000
School for Scoundrels;2006;17803796;480;2480;4374;5;1;5.9;20000000
Going the Distance;2010;17797316;8;2041;2961;4;0;6.3;32000000
Punch-Drunk Love;2002;17791031;0;11974;11994;7;0;7.3;25000000
Halloween 4: The Return of Michael Myers;1988;17768000;27;963;1136;2;0;5.9;5000000
The Rage: Carrie 2;1999;17757087;52;1685;3162;4;1;4.6;21000000
Steve Jobs;2015;17750583;0;27816;28933;9;0;7.2;30000000
The Perks of Being a Wallflower;2012;17738570;139;11850;13631;7;2;8;13000000
EuroTrip;2004;17718223;17;13994;14180;7;5;6.6;25000000
Apollo 18;2011;17683670;17;995;1520;2;0;5.2;5000000
Kit Kittredge: An American Girl;2008;17655201;22;2100;3317;5;1;6.7;10000000
Nebraska;2013;17613460;729;2466;3798;5;0;7.8;12000000
Parker;2013;17609982;138;27426;28479;9;0;6.2;35000000
The Last King of Scotland;2006;17605861;162;1174;1184;2;1;7.7;6000000
Furry Vengeance;2010;17596256;16;4734;6327;6;1;3.8;35000000
The Postman;1997;17593391;0;2022;4346;5;1;6;80000000
Hostel: Part II;2007;17544812;0;2341;4707;5;0;5.4;10000000
Enough Said;2013;17536788;132;915;1183;2;2;7.1;8000000
Silent Hill: Revelation 3D;2012;17529157;83;1691;2173;3;0;5;20000000
Home for the Holidays;1995;17518220;0;22801;25263;9;1;6.6;20000000
A Mighty Wind;2003;17508936;378;1381;1660;3;0;7.3;
Notes on a Scandal;2006;17508670;14;563;646;1;0;7.4;15000000
Dope;2015;17474107;44;1083;1342;2;3;7.3;7000000
Red Planet;2000;17473245;14;2;2;1;1;5.7;70000000
The Big Lebowski;1998;17439163;0;46000;47728;10;1;8.2;15000000
The Ruins;2008;17427926;27;1673;1749;3;0;5.9;8000000
Disturbing Behavior;1998;17411331;119;2889;4660;6;3;5.5;15000000
Roll Bounce;2005;17378977;92;3744;7552;6;0;6;
Just My Luck;2006;17324744;80;1982;3211;4;3;5.3;28000000
My Baby's Daddy;2004;17321573;17;2145;3646;5;5;4.5;
A Haunted House 2;2014;17314483;89;2210;4073;5;2;4.7;4000000
Extreme Measures;1996;17305211;150;24392;24547;9;0;6.1;38000000
The Phantom;1996;17300889;23;2221;3855;5;0;4.9;45000000
Max Keeble's Big Move;2001;17292381;25;2070;4551;5;0;5.3;12000000
Inkheart;2008;17281832;34;4466;5329;6;3;6.1;60000000
Half Baked;1998;17278980;33;1722;2400;3;0;6.7;8000000
Eight Legged Freaks;2002;17266505;11;20715;22554;9;1;5.4;30000000
A Most Wanted Man;2014;17237244;210;22287;22574;9;3;6.8;15000000
Wanderlust;2012;17225675;136;2778;4151;5;2;5.6;
Hudson Hawk;1991;17218080;36;14327;15944;8;0;5.7;70000000
Seventh Son;2014;17176900;44;15766;17098;8;4;5.5;95000000
Center Stage;2000;17174870;13;1088;1201;2;2;6.7;18000000
Safe;2012;17120019;132;27145;27759;9;2;6.5;30000000
Eastern Promises;2007;17114882;0;16509;17211;8;1;7.7;25000000
Fled;1996;17100000;114;5098;6152;6;1;5.3;25000000
Rushmore;1998;17096053;0;14699;15716;8;2;7.7;9000000
Small Time Crooks;2000;17071230;11000;22975;23283;9;0;6.7;18000000
Seed of Chucky;2004;17016190;64;2220;2567;4;0;4.9;12000000
Son of the Mask;2005;17010646;6;1011;1195;2;0;2.2;84000000
Kingdom of the Spiders;1977;17000000;8;468;516;1;0;5.9;500000
Splice;2009;16999046;165;2145;2222;4;0;5.8;26000000
Rock Star;2001;16991902;65;1052;1265;2;0;6.2;57000000
The Country Bears;2002;16988996;0;4907;8189;6;1;4;35000000
The Counselor;2013;16969390;0;25000;27797;9;4;5.3;25000000
Win a Date with Tad Hamilton!;2004;16964743;126;3875;4681;6;1;5.6;24000000
Boiler Room;2000;16938179;46;15527;17336;8;3;7;8000000
88 Minutes;2007;16930884;50;15469;16722;8;1;5.9;30000000
Serving Sara;2002;16930185;71;3303;4169;6;2;5.3;29000000
Crazy/Beautiful;2001;16929123;134;5525;6214;6;2;6.5;14000000
The Devil's Rejects;2005;16901126;0;2246;3544;5;0;6.9;7000000
Go;1999;16842303;218;1839;2475;4;3;7.3;6500000
Wimbledon;2004;16831505;12;8663;9330;7;1;6.3;31000000
Oliver!;1968;16800000;82;1109;1593;2;1;7.5;10000000
Lost Souls;2000;16779636;710;1102;1805;3;2;4.8;28000000
Catch That Kid;2004;16702864;38;17994;18711;8;0;5.2;18000000
New in Town;2009;16699684;3;25458;25792;9;1;5.6;8000000
To Rome with Love;2012;16684352;11000;767;1205;6;0;6.3;17000000
Baby's Day Out;1994;16671505;32;2098;2949;4;1;5.9;50000000
Tremors;1990;16667084;31;1797;3119;4;0;7.1;11000000
Unaccompanied Minors;2006;16647384;176;2595;4431;5;1;5.1;26000000
Bringing Out the Dead;1999;16640210;17000;12613;13040;9;0;6.8;55000000
54;1998;16574731;15;5769;6910;6;4;5.8;13000000
Trainspotting;1996;16501785;0;3444;3559;5;4;8.2;3500000
Eye of the Beholder;1999;16459004;11;938;1069;2;1;4.9;15000000
The Master;2012;16377274;0;411;427;1;15;7.1;32000000
White Oleander;2002;16346122;7;2072;2572;4;0;7.2;16000000
The Whole Ten Yards;2004;16323969;41;15900;18085;8;5;5.5;40000000
A Simple Plan;1998;16311763;0;2121;2365;4;1;7.5;17000000
Young Adult;2011;16300302;655;10176;10575;7;1;6.3;12000000
An American Haunting;2005;16298046;31;1537;1608;3;0;5;14000000
Howard the Duck;1986;16295774;8;2014;3000;4;1;4.6;35000000
Muppets from Space;1999;16290976;25;2281;3243;5;0;6.2;24000000
Swing Vote;2008;16284360;0;2787;6212;6;1;6.1;21000000
Elizabeth: The Golden Age;2007;16264475;159;15877;16899;8;1;6.9;55000000
Original Sin;2001;16252765;49;11371;11662;7;1;6;42000000
21 Grams;2003;16248701;0;7409;7567;7;0;7.7;20000000
The Perfect Man;2005;16247775;15;2766;4789;6;3;5.5;25000000
Black Christmas;2006;16235293;17;1104;1611;2;0;4.5;9000000
Jennifer's Body;2009;16204793;45;24667;24805;9;1;5.1;16000000
Begin Again;2013;16168741;109;499;517;1;1;7.4;8000000
Mo' Better Blues;1990;16153600;0;18472;19065;8;1;6.5;10000000
Vanity Fair;2004;16123851;300;1417;1618;3;2;6.2;23000000
Bright Lights Big City;1988;16118077;21;2152;3067;4;0;5.6;25000000
The Prophecy;1995;16115878;10;11912;13433;7;0;6.6;8000000
Waiting...;2005;16101109;6;17804;19957;8;3;6.8;3000000
Fruitvale Station;2013;16097842;0;640;687;1;0;7.5;900000
Imagine That;2009;16088610;11;2050;3742;5;2;5.6;55000000
Dr. No;1962;16067035;92;1102;1421;2;4;7.3;1100000
Kung Pow: Enter the Fist;2002;16033556;176;282;361;1;1;6.2;10000000
The Transporter Refueled;2015;16027866;11;1128;1411;2;0;5.1;25000000
Adventureland;2009;16025394;99;18437;18983;8;6;6.8;
O;2001;16017403;596;2532;3300;5;2;6.2;5000000
O;2001;16017403;596;2532;3300;5;2;6.2;5000000
The Raven;2012;16005978;160;1768;2356;4;1;6.4;26000000
Armored;2009;15988876;190;137622;137712;10;6;5.7;27000000
Marie Antoinette;2006;15962471;0;5713;7243;6;1;6.4;40000000
Jason Goes to Hell: The Final Friday;1993;15935068;18;2047;2899;4;0;4.3;2500000
Thomas and the Magic Railroad;2000;15911333;2;1941;2429;4;1;3.6;19000000
Far from Heaven;2002;15854988;162;2393;2447;4;2;7.4;13500000
Devil's Due;2014;15818967;14;1720;2517;3;0;4;7000000
Eddie the Eagle;2016;15785632;452;20873;21195;9;3;7.5;23000000
Eddie the Eagle;2016;15785632;452;20873;21195;9;3;7.5;23000000
3000 Miles to Graceland;2001;15738632;11;12771;14536;7;2;5.9;42000000
Paparazzi;2004;15712072;2;1814;2915;4;0;5.8;20000000
Pride and Glory;2008;15709385;149;2605;5101;6;0;6.7;30000000
The Hurt Locker;2008;15700000;0;10985;11114;7;0;7.6;15000000
Superman IV: The Quest for Peace;1987;15681020;22;2081;3007;4;6;3.6;17000000
Larry the Cable Guy: Health Inspector;2006;15655665;0;1413;2135;3;2;3.1;4000000
The Man with the Iron Fists;2012;15608545;561;1660;2377;4;3;5.4;15000000
Life as a House;2001;15561627;34;21000;21622;9;0;7.5;18000000
My Boss's Daughter;2003;15549702;119;2284;3007;5;2;4.6;14000000
All the Pretty Horses;2000;15527125;0;14681;15006;8;2;5.8;57000000
The Ghost Writer;2010;15523168;2000;2121;2507;5;2;7.2;45000000
Happily N'Ever After;2006;15519841;0;5446;6863;6;3;4.5;47000000
The Thirteenth Floor;1999;15500000;9;1342;2389;3;0;7;16000000
A Perfect Getaway;2009;15483540;123;40690;41359;10;4;6.5;14000000
Loser;2000;15464026;143;671;1189;2;2;5.3;20000000
Drowning Mona;2000;15427192;22;10324;11078;7;0;5.6;16000000
Wrong Turn;2003;15417771;36;3331;3416;5;1;6.1;12600000
A Guy Thing;2003;15408822;13;1705;2698;4;3;5.6;20000000
Spaced Invaders;1990;15369573;32;1017;1441;2;1;5.3;3000000
Half Past Dead;2002;15361537;70;1129;1855;2;0;4.6;13000000
The Greatest Game Ever Played;2005;15331289;0;1099;1217;2;1;7.5;
About Time;2013;15294553;628;1291;1595;3;1;7.8;12000000
Youth in Revolt;2009;15281286;44;13633;16004;8;2;6.5;18000000
Bangkok Dangerous;2008;15279680;15;12129;12166;7;1;5.4;40000000
Sweet Sweetback's Baadasssss Song;1971;15180000;101;1618;1631;3;1;5.5;500000
Thinner;1996;15171475;85;2369;2777;4;0;5.7;8500000
The Corruptor;1999;15156200;164;521;571;1;2;6;30000000
And So It Goes;2014;15155772;0;1250;1673;2;2;5.7;18000000
The Last Exorcism Part II;2013;15152879;8;45941;46868;10;0;4;5000000
Arthur and the Invisibles;2006;15131330;0;657;683;1;0;6;86000000
Halloween: The Curse of Michael Myers;1995;15126948;13;1035;1227;2;0;4.9;5000000
The Goods: Live Hard Sell Hard;2009;15102127;23;2042;3973;5;5;5.8;
Firestarter;1984;15100000;73;1912;3444;5;1;6;15000000
The Invasion;2007;15071514;101;1749;2323;3;2;5.9;80000000
Dead Man on Campus;1998;15062898;0;5654;6861;6;0;6;14000000
American Psycho;2000;15047419;126;24517;25462;9;1;7.6;7000000
The Box;2009;15045676;219;1997;2466;4;1;5.6;16000000
Lions for Lambs;2007;14998070;0;31000;32875;10;3;6.2;35000000
Seven Psychopaths;2012;14989761;454;3722;4757;6;7;7.2;15000000
The Next Best Thing;2000;14983572;154;1813;2498;4;1;4.7;25000000
Get Carter;2000;14967182;19;13881;14463;8;1;5.1;40000000
The Infiltrator;2016;14946229;65;1556;2104;3;1;7.3;25000000
Kiss of Death;1995;14942422;58;13472;14008;7;3;5.9;40000000
Killing Them Softly;2012;14938570;181;12568;14025;7;1;6.2;15000000
Flirting with Disaster;1996;14891000;737;1622;2240;4;3;6.8;7000000
The Cave;2005;14888028;2;1894;2178;3;0;5.1;30000000
Election;1999;14879556;729;2974;3516;5;0;7.3;8000000
Eve's Bayou;1997;14821531;148;2860;3843;5;2;7.3;6000000
I Love You Beth Cooper;2009;14793904;0;2275;4072;5;1;5.3;18000000
Radio Days;1987;14792779;11000;1497;1653;7;0;7.6;16000000
Room;2015;14677654;412;1977;2499;4;0;8.3;13000000
It Follows;2014;14673301;421;662;1062;2;0;6.9;2000000
My Soul to Take;2010;14637490;0;1427;2537;3;2;4.8;25000000
My Soul to Take;2010;14637490;0;1427;2537;3;2;4.8;25000000
Beyond the Lights;2014;14612840;107;2215;3110;5;1;6.9;7000000
My Week with Marilyn;2011;14597405;64;15918;17204;8;1;7;6400000
The Girl Next Door;2004;14589444;42;621;911;1;2;6.8;25000000
Flight of the Intruder;1991;14587732;468;1122;1290;2;3;5.7;35000000
Soldier;1998;14567883;545;2188;2542;4;1;6;75000000
Hellraiser;1987;14564027;385;575;673;1;0;7;1000000
School Daze;1988;14545844;0;877;1284;2;4;5.8;6500000
Tora! Tora! Tora!;1970;14500000;130;1134;1548;2;0;7.5;25000000
Big Eyes;2014;14479776;13000;11739;12418;8;3;7;10000000
Welcome to Mooseport;2004;14469428;80;1925;2466;4;2;5.2;26000000
Life or Something Like It;2002;14448589;65;12255;12566;7;2;5.8;40000000
Halloween III: Season of the Witch;1982;14400000;24;576;684;1;0;4.6;2500000
Snow Falling on Cedars;1999;14378353;96;1925;2393;4;1;6.8;36000000
Ishtar;1987;14375181;124;1839;3374;4;2;4.2;51000000
Awake;2007;14373825;8;5818;6954;6;0;6.5;8600000
Capitalism: A Love Story;2009;14359793;909;2082;2327;4;0;7.4;
Memoirs of an Invisible Man;1992;14358033;0;1842;2125;3;2;5.9;40000000
Tea with Mussolini;1999;14348123;160;1103;1148;2;6;6.9;12000000
Friday the 13th Part VIII: Jason Takes Manhattan;1989;14343976;6;1120;1327;2;0;4.5;5000000
Dark City;1998;14337579;295;4413;4696;6;1;7.7;27000000
Godsend;2004;14334645;6;23182;23352;9;1;4.8;25000000
Ballistic: Ecks vs. Sever;2002;14294842;8;971;1846;2;1;3.6;70000000
Lockout;2012;14291570;4;1315;1414;2;2;6.1;20000000
Criminal;2016;14268533;34;10901;10910;7;2;6.3;31500000
Josie and the Pussycats;2001;14252830;4;3569;3769;5;0;5.3;22000000
Freddy Got Fingered;2001;14249005;374;1813;2689;4;1;4.5;15000000
Supernova;2000;14218868;394;1247;1262;2;0;4.8;65000000
Alex & Emma;2003;14208384;0;708;977;1;2;5.6;30000000
Disaster Movie;2008;14174654;82;1822;2857;4;0;1.9;25000000
The Messenger: The Story of Joan of Arc;1999;14131298;0;106;144;1;0;6.4;390000000
Spring Breakers;2012;14123773;520;12084;12306;7;4;5.3;5000000
Poltergeist III;1988;14114488;17;2657;3827;5;0;4.5;10500000
How to Deal;2003;14108518;6;1396;1882;3;1;5.7;16000000
Diner;1982;14100000;272;2148;2943;4;6;7.2;5000000
Maximum Risk;1996;14095303;17;1364;1634;2;1;5.4;25000000
The Emperor's Club;2002;14060950;97;14150;14347;8;1;6.9;12500000
New York Minute;2004;14018364;29;2537;3974;5;1;4.8;30000000
The Good Girl;2002;14015786;44;26596;27646;9;3;6.5;5000000
In Too Deep;1999;14003141;48;2691;4837;6;1;6.1;7000000
Creepshow 2;1987;14000000;10;3451;3617;5;0;6;3500000
Left Behind;2014;13998282;179;13734;15044;8;1;3.1;16000000
Left Behind;2014;13998282;179;13734;15044;8;1;3.1;16000000
What's Your Number?;2011;13987482;20;12687;15713;8;1;6;20000000
Stealing Harvard;2002;13973532;54;2077;3065;4;1;5.1;25000000
Stealing Harvard;2002;13973532;54;2077;3065;4;1;5.1;25000000
How to Be a Player;1997;13960203;3;1884;2939;4;2;5.3;
Soul Plane;2004;13922211;29;2438;3935;5;9;4.4;16000000
Hot Rod;2007;13920741;82;1740;2062;3;5;6.7;
Out Cold;2001;13903262;2;2161;4291;5;0;6.3;11000000
My Stepmother Is an Alien;1988;13854000;121;14384;14677;8;0;5.2;20000000
Cirque du Freak: The Vampire's Assistant;2009;13838130;80;18835;20503;9;3;5.9;40000000
Highlander: The Final Dimension;1994;13829734;5;2226;2960;4;0;4.3;26000000
The Duchess;2008;13823741;10;5844;6420;6;3;6.9;13500000
The Man Who Knew Too Little;1997;13801755;36;14335;15183;8;1;6.6;20000000
The Thing;1982;13782838;0;1265;1757;2;0;8.2;15000000
One Day;2011;13766014;92;16358;17627;8;0;7;15000000
Repo Men;2010;13763130;238;2008;2925;4;0;6.3;32000000
Sin City: A Dame to Kill For;2014;13750556;436;42000;49433;10;3;6.5;65000000
Hit and Run;2012;13746550;21;15170;15922;8;5;6.1;2000000
Hey Arnold! The Movie;2002;13684949;14;2447;3752;5;0;5.9;3000000
Warrior;2011;13651662;149;28379;29692;9;1;8.2;25000000
Burnt;2015;13650738;53;15580;16926;8;1;6.6;20000000
Crooklyn;1994;13640000;0;2382;3267;5;0;6.9;14000000
Crank: High Voltage;2009;13630226;83;27894;30541;9;0;6.2;20000000
Osmosis Jones;2001;13596911;101;2952;3734;5;0;6.2;70000000
The Ladies Man;2000;13592872;71;9276;10982;7;1;5.1;11000000
Juwanna Mann;2002;13571817;10;2042;3104;4;3;4.5;15600000
The Namesake;2006;13569248;300;1325;1637;3;1;7.6;
Nixon;1995;13560960;0;17805;21130;8;0;7.1;50000000
Tomcats;2001;13558739;5;2103;2729;4;0;5.3;11000000
The Little Vampire;2000;13555988;34;1361;2216;3;1;5.7;22000000
The Tailor of Panama;2001;13491653;128;14000;14995;8;0;6.1;18000000
Shaun of the Dead;2004;13464388;1000;1390;1686;3;6;8;4000000
Dredd;2012;13401683;38;536;578;1;0;7.1;35000000
Dredd;2012;13401683;38;536;578;1;0;7.1;35000000
Alfie;2004;13395939;14;2315;3639;5;4;6.2;60000000
One Night with the King;2006;13391174;6;875;908;1;0;6.3;20000000
Bullets Over Broadway;1994;13383737;11000;2946;4302;7;4;7.5;20000000
The Deep End of the Ocean;1999;13376506;22;3255;4327;6;1;6.3;40000000
Friends with Money;2006;13367101;132;845;1140;2;2;5.9;6500000
Labor Day;2013;13362308;655;38405;39307;10;1;6.9;18000000
The Haunting of Molly Hartley;2008;13350177;7;2648;4856;6;5;3.8;5000000
De-Lovely;2004;13337299;34;558;729;1;7;6.6;20000000
The Tree of Life;2011;13303319;0;12687;13021;7;0;6.7;32000000
Woodstock;1970;13300000;14;625;778;1;0;8.1;600000
Lone Star;1996;13269963;407;11300;11400;7;2;7.6;5000000
